original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original,sender
synthetic_APP_ACCOUNT_CHANGE_OTP_610189cc,"SBI Anywhere: OTP for profile update: 4683. Don't share with anyone, time-sensitive.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
12039,"ICICI SECURITIES at EOD 09/03/2024 reported your Fund bal Rs 8.131 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",False,NOT_OTP,auto_not_otp,18,False,
synthetic_GENERIC_APP_ACTION_OTP_18b76bb8,"Your SBI Card linking OTP is: 9387. Use within 5 minutes, do not disclose to anyone",True,GENERIC_APP_ACTION_OTP,synthetic,synthetic,False,
12964,"Dear Customer, ICICI Bank FASTag linked vehicle no. WT59XG4509 has been debited with Rs 70.25 on 18-04-2021 14:36:49 for toll charges with trip number 909451149 at Devanahalli Toll Plaza Plaza on 18-04-2021 14:31:50. Avl. bal. is Rs 689.27. Call 18002100104 in case of dispute.",False,NOT_OTP,auto_not_otp,20,False,
45805,2004 2optout 500 biz collect mobiles new nokia tc today txt txtauction www,False,NOT_OTP,auto_not_otp,65,True,
58668,Rs 87.38 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-02. Info: UPI/P2A/730609020693/imgauti3@okhdfcbank,False,NOT_OTP,auto_not_otp,11,False,
48759,"হাই, কেমন আছে?",False,NOT_OTP,auto_not_otp,71,False,
50148,"হ্যালো, কেমন আছেন আপনি?",False,NOT_OTP,auto_not_otp,74,False,
27817,"Units against Contribution (FEB-2023)-Rs.72,977.75 credited to PRAN XX4633, NAV of 02/03/23.Plan retirement with NPP.Click -https://bit.ly/3OY8K80 -Protean",False,NOT_OTP,auto_not_otp,29,True,
synthetic_APP_ACCOUNT_CHANGE_OTP_04b9af53,"Reset your SBI Card password using OTP 23456. This is a one-time code, so keep it secret.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
36631,Alert: You've spent INR 204.35 on your AMEX card **91009 at PAYU ZOMATO on 08/03/2020 at 12:17PM IST. Please call 18004190691 if this was not made by you.,False,NOT_OTP,auto_not_otp,47,False,
synthetic_APP_LOGIN_OTP_5d5014f0,Your Zee5 verification code is 1134. Do not share this OTP with anyone.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
38156,"For uninterrupted services in your NPS A/c -PRAN XX8330, please do eSign - https://bit.ly/2Ivd3ci or submit physical Registration form - Karvy CRA",False,NOT_OTP,auto_not_otp,50,True,
29672,The OTP token for your SMS Gupshup Enterprise account (2963983258) is BYVIJY .Please enter the OTP to login into your account.,True,APP_LOGIN_OTP,success,33,True,
10962,"INR 647.80 spent on ICICI Bank Card XX6123 on 17-Jan-24 at TW Coffee  HSR. Avl Lmt: INR 5,22,275.66. To dispute,call 18002662/SMS BLOCK 7007 to 1040563688",False,NOT_OTP,auto_not_otp,16,False,
synthetic_KYC_OR_ESIGN_OTP_68c98c07,"Your Aadhaar (XX3333) e-sign OTP: 617486, valid for 15 minutes. Keep it confidential -UIDAI",True,KYC_OR_ESIGN_OTP,synthetic,synthetic,False,
69242,ఇ song హార్ట్ కి తగులుతుంది 😉😉,False,NOT_OTP,auto_not_otp,32,False,
67602,Kallis wont bat in 2nd innings.,False,NOT_OTP,auto_not_otp,29,False,
42085,evening gr8 happiness joy sending,False,NOT_OTP,auto_not_otp,58,False,
29793,Your Blue Dart Secure Delivery Code is 969384 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,True,DELIVERY_OR_SERVICE_OTP,success,33,True,JMBLUDRT
30077,Congratulations! You won INR 6 cashback. We will deposit it into your credit card XXX-6314 in the next 7 days.,False,NOT_OTP,auto_not_otp,34,True,
42901,,False,NOT_OTP,auto_not_otp,60,False,
35531,Dear AJNXXXXX1A IPO Zomato Limited : App no 44478970 for Rs 33046.90 received. Refer your registered email id for details- NSEIL,False,NOT_OTP,auto_not_otp,45,False,
synthetic_APP_ACCOUNT_CHANGE_OTP_4f648514,OTP (3456) to change profile picture from RBL Bank. Valid once only,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
39900,2nite comin explain hi hope hun il im mite mon sorry tell,False,NOT_OTP,auto_not_otp,54,False,
synthetic_FINANCIAL_LOGIN_OTP_39c70af1,Login OTP for ICICI Bank Quick Pay: 8357. Valid till next 10 minutes. Do not share OTP with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic,False,
12561,"Sorry, your payment for Disney+ Hotstar Premium Plan subscription was unsuccessful. Please try again. Visit - https://hotstar.onelink.me/rL9Z/31c78a82",False,NOT_OTP,auto_not_otp,19,True,VK-HotStr
32989,"Dear 6E Customer, your payment of INR 012.58 has been initiated under transaction id 90706f3bf5a120210405024958. In case you experience a delay beyond 20 minutes in receiving booking confirmation, we request you to check the registered Email ID for further communication or click on the link http://I9f.in/3kdAzIT15l to know your booking/payment status.",False,NOT_OTP,auto_not_otp,40,True,
45189,message new,False,NOT_OTP,auto_not_otp,64,True,
70137,എന്നെ ചതിച്ചവർ ഒന്നോർക്കുക ഞാൻ ഒരിക്കലും ഒരു വിഡ്ഡി ആയിരുന്നില്ല മറിച്ച് നിങ്ങളെ അത്രമേൽ വിശ്വസിച്ചിരുന്നു....!!,False,NOT_OTP,auto_not_otp,34,False,
19117,"INR 888.00 spent on ICICI Bank Card XX4192 on 13-Jul-23 at DAILYDEL SOLUTI. Avl Lmt: INR 8,54,954.76. To dispute,call 18002662/SMS BLOCK 7007 to 8246791893",False,NOT_OTP,auto_not_otp,12,False,
64676,No,False,NOT_OTP,auto_not_otp,23,False,+917019137405
49129,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801919899901",False,NOT_OTP,auto_not_otp,72,True,
31779,4811 is your delivery OTP for your order number PR16620016870761675. Share it with our delivery executive Yashwanth N ( 9776200115 ) - LoadShare Networks,True,DELIVERY_OR_SERVICE_OTP,success,37,True,
68383,జీవితానికి తోడు గా ఉన్నా కొన్ని కొన్ని సార్లు నీ నీడ లాగా స్నేహం అనే ఒక బంధం తోడుగా ఉంటుంది బాబు అలాంటి వారికి మీ జీవితం లో కొంచెం చోటు ఇవ్వండి చాలు,False,NOT_OTP,auto_not_otp,30,False,
63305,yes,False,NOT_OTP,auto_not_otp,20,False,+917019137405
32176,"Delivery Code for your shipment is 612220. Please share this code with our delivery executive. 
AWB No. XSE22677255
Smartr Logistics | https://smartr.in",True,DELIVERY_OR_SERVICE_OTP,success,38,True,JDSMRTRL
67900,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,False,NOT_OTP,auto_not_otp,30,False,
57255,Your Google verification code is 629239,True,GENERIC_APP_ACTION_OTP,success,8,True,
15796,"INR 2,960.37 spent on ICICI Bank Card XX3953 on 17-Sep-22 at Amazon. Avl Lmt: INR 2,56,731.64. To dispute,call 18002662/SMS BLOCK 7007 to 8002351804",False,NOT_OTP,auto_not_otp,5,False,
16994,Delhivery tried to deliver Shipment AWB 3444250026770 from ICICI Bank. Click on https://www.delhivery.com/support/ to reschedule the delivery - Delhivery,False,NOT_OTP,auto_not_otp,8,True,VK-DLHVRY
71815,ಮಂಗ್ಲಿ ಕನ್ನಡದ ಜಂಗ್ಲಿ,False,NOT_OTP,auto_not_otp,37,False,
16328,"ICICI SECURITIES LIMITED on 21-10-23 reported your Fund bal Rs.1 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE",False,NOT_OTP,auto_not_otp,6,False,
70994,വെയ്റ്റിങ് ഫോർ അനാമിക,False,NOT_OTP,auto_not_otp,36,False,
57532,Your a/c no. XXXXXXXX1710 is debited for Rs.986.93 on 10-11-16 and a/c XXXXXXX133 credited (IMPS Ref no MO17335372).,False,NOT_OTP,auto_not_otp,9,False,
60522,No,False,NOT_OTP,auto_not_otp,15,False,+917019137405
57202,"WeChat verification code (3203) may only be used once to verify mobile number. For account safety, don't forward the code to others.",True,APP_LOGIN_OTP,success,8,False,
12713,208716 is OTP for txn of INR 507.71 at GOOGLEPLAY on ICICI Bank Debit Card XX1566.OTPs are SECRET.DO NOT disclose it to anyone.Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,19,False,
11582,Your Play Console verification code is 062946,True,GENERIC_APP_ACTION_OTP,success,17,True,57575353
29678,The OTP token for your SMS Gupshup Enterprise account (1757622772) is MFCXXD .Please enter the OTP to login into your account.,True,APP_LOGIN_OTP,success,33,True,
synthetic_APP_LOGIN_OTP_a4be707f,Verify your Hotstar account: 8232 is your 4-digit code. Do not share with anyone.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
60811,No,False,NOT_OTP,auto_not_otp,15,False,+917019137405
31201,"Arriving today: Pampers Active Baby Diapers, Medium, 90 Count will be delivered by AmzAgent(+918061914444 PIN 9057). Track: https://amzn.in/d/iNPnOD7",False,NOT_OTP,auto_not_otp,36,True,59039029
44343,calls chat free fun hi lookin married sort time ur week wiv woman,False,NOT_OTP,auto_not_otp,62,True,
synthetic_APP_LOGIN_OTP_5e8087c6,# 5432 is your Airtel Xstream verification code. Valid till next minute.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
12781,638072 is OTP for txn of INR 159.64 at AMAZONRECHA on ICICI Bank Credit Card XX3726. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,19,False,
3763,515229 is the OTP to login to your ICICI direct account. It is valid for 5 mins. OTPs are SECRET. DO NOT disclose it to anyone. ICICI direct NEVER asks for OTP,True,FINANCIAL_LOGIN_OTP,success,1,False,VM-ISECLT
9990,827421 is your one time password(OTP) for registering as visitor with AWFIS.- AWFIS,True,DELIVERY_OR_SERVICE_OTP,success,14,False,VA-AWFISS
15565,"Dear Customer, INR 008.37 is debited on ICICI Bank Credit Card XX5970 on 14-Dec-21. Info: CRED. Available Limit: INR 8,73,553.84. Call on 18002662 for dispute or SMS BLOCK 7007 to 9841965776.",False,NOT_OTP,auto_not_otp,5,False,
10365,"Dear Customer, your statement for AMEX Card **********91009 has been generated. Min payment Rs.774.41/total payment Rs.1,258.90 is due by 05/06/23.",False,NOT_OTP,auto_not_otp,15,False,
70453,ആ ഇഷ്ടം അന്ന് തുറന്നു പറഞ്ഞിരുന്നെങ്കിൽ ഇന്നെനിക്ക് നിന്നെ തേടി ഭ്രാന്തമായി അലയേണ്ടി വരില്ലായിരുന്നു.,False,NOT_OTP,auto_not_otp,35,False,
22586,356559 is OTP for txn of INR 854.16 at Licious on ICICI Bank Credit Card XX3816. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,19,False,
5757,PASSENGERS PLEASE NOTE TIME TABLE HAS BEEN REVISED W.E.F.01-OCT-22. KINDLY CHECK TIMINGS OF YOUR STATION BEFORE BOARDING THROUGH RLY ENQ/139. IR,False,NOT_OTP,auto_not_otp,5,False,TM-IRSMSa
64309,No,False,NOT_OTP,auto_not_otp,22,False,+917019137405
18647,"INR 424.46 spent on ICICI Bank Card XX2006 on 18-Mar-22 at RAZ*Dailydel. Avl Lmt: INR 92,711.80. To dispute,call 18002662/SMS BLOCK 7007 to 7339732859",False,NOT_OTP,auto_not_otp,11,False,
4657,285866 is OTP for txn of INR 288.40 at SWIGGY FOOD on ICICI Bank Credit Card XX1486. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,3,False,
synthetic_APP_LOGIN_OTP_bbc70c6f,Your OTP for Paytm Movies login is 6389. Keep it confidential and use within 5 minutes.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
55683,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 4019742466 as of 05-Jan-18 22:08 Hrs. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",False,NOT_OTP,auto_not_otp,5,True,
21099,Acct XXX688 debited with INR403.44 on 14-Jan-21 and paytmqr2810050501011m3u61bqf21h@paytm credited.Info:UPI-101408211712.Call 18002662 for dispute or SMS BLOCK 696 to 5052161329,False,NOT_OTP,auto_not_otp,16,True,
5232,"Dear Customer, your payment of INR 232.28 for Youtube to be debited from your ICICI Bank Debit Card 6942, as per Standing Instructions XQ1RdxF5hZ, is due by 09/10/2024. To cancel this debit or your Standing Instructions, visit www.icicibank.com >Cards>Debit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",False,NOT_OTP,auto_not_otp,4,True,
20033,"Dear User,

Refund of INR  Rs.973.60 for your transaction EC 48-HYF-5288 21:49:09 from None has been processed successfully. The updated balance should reflect in 4-7 days.
If you haven't completed the payment, please retry using any other mode of payment. We are sorry for any inconvenience caused. We thank you for your patience and look forward to serving you again.
https://supr.onelink.me/gv4K/27533d0d

- InsanelyGood.",False,NOT_OTP,auto_not_otp,14,False,
37069,Happy Birthday! Thank you for being a part of World Largest Network. Thank You. Vodafone,False,NOT_OTP,auto_not_otp,48,False,VXVFCARE
synthetic_KYC_OR_ESIGN_OTP_6bc2c040,OTP for CKYC No XX7890 (valid for 10 mins) at PNB Bank is 567890. Visit pnbindia.co.in for further assistance -PNB Bank,True,KYC_OR_ESIGN_OTP,synthetic,synthetic,False,
51871,दोस्तों के साथ समय बिताना हमें ऊर्जावान बनाता है। क्या आपने अपने दोस्तों से बात की?,False,NOT_OTP,auto_not_otp,77,False,
synthetic_APP_ACCOUNT_CHANGE_OTP_e7d694af,Your password reset is pending! Enter OTP: 4512 at Paytm for instant access.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
44283,buy comes great just mobile new replying,False,NOT_OTP,auto_not_otp,62,True,
10934,"INR 791.71 spent on ICICI Bank Card XX2328 on 03-Jan-24 at DAILYDEL SOLUTI. Avl Lmt: INR 5,99,608.82. To dispute,call 18002662/SMS BLOCK 7007 to 8703101229",False,NOT_OTP,auto_not_otp,16,False,
22332,"INR 5,675.53 spent on ICICI Bank Card XX8610 on 26-Apr-22 at Airbnb Payments. Avl Lmt: INR 5,36,377.65. To dispute,call 18002662/SMS BLOCK 7007 to 6942265421",False,NOT_OTP,auto_not_otp,18,True,
9838,"#4834 is your OTP for verification. 

We welcome you to the world of Better Meat at Meatigo! 

Know more via @www.meatigo.com #l1gQ/Pi9A4x -Meatigo",True,GENERIC_APP_ACTION_OTP,success,13,True,TM-MEATGO
12325,"Your Lifestyle Gift card no.1213710290287865. has a Balance of Rs 2,169.88 and is Valid till 09/08/2025",False,NOT_OTP,auto_not_otp,18,False,
29768,Your Blue Dart Secure Delivery Code is 969384 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,True,DELIVERY_OR_SERVICE_OTP,success,33,True,JMBLUDRT
35904,"Hi Gandharv, Please download your rent receipts from http://nobr.kr/sv/bzDnp. Now Rent, Buy & Sell property without brokerage at NoBroker. Happy Tax Saving!",False,NOT_OTP,auto_not_otp,46,True,VKNOBRKR
49218,"০১৯৩৭২৮২৭৬৮ এই নাম্বারে কল করুন, আমার টাকা লাগবে।",False,NOT_OTP,auto_not_otp,72,False,
6186,"Dear Customer, we have successfully processed the payment of USD 49.56 for Webflow Inc., as per the Standing Instruction XG4RtImYuy, on 02/07/2024 for your ICICI Bank Credit Card 1121. To manage your Standing Instructions, visit www.icicibank.com >Cards >Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",False,NOT_OTP,auto_not_otp,6,False,
41252,amp doing fine happy iam usual,False,NOT_OTP,auto_not_otp,56,False,
28203,"Dear Customer as per TRAI regulation, if you are not a registered Telemarketer, sending commercial/promotional SMS may lead to withdrawal of services",False,NOT_OTP,auto_not_otp,30,False,VX-DOTKTK
synthetic_APP_LOGIN_OTP_253c4116,"Airtel TV login OTP: 9832. Confidential, valid for 5 mins only. Don't share.",True,APP_LOGIN_OTP,synthetic,synthetic,False,
66328,Sorry to disturb U can 0 + epsilon be written as 0?,False,NOT_OTP,auto_not_otp,26,False,
68164,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,False,NOT_OTP,auto_not_otp,30,False,
41906,asap hi kate ring xxx,False,NOT_OTP,auto_not_otp,58,False,
47435,free real reply ringtone,False,NOT_OTP,auto_not_otp,69,True,
14375,"INR 4,223.98 spent on ICICI Bank Card XX2106 on 10-Dec-22 at PLAN B VEGA CIT. Avl Lmt: INR 7,27,434.51. To dispute,call 18002662/SMS BLOCK 7007 to 6702492644",False,NOT_OTP,auto_not_otp,3,False,
synthetic_APP_ACCOUNT_CHANGE_OTP_05c9ddb8,"PayU: Update your address with OTP 6789. Valid once, do not share.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
synthetic_DELIVERY_OR_SERVICE_OTP_93bdd7f9,"Your Axis Bank courier drop is ready! OTP: 8231, please share with delivery personnel. Security advice: Never disclose to unknown parties.",True,DELIVERY_OR_SERVICE_OTP,synthetic,synthetic,False,
49114,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc",False,NOT_OTP,auto_not_otp,72,False,
5344,"INR 0,451.32 spent using ICICI Bank Card XX9229 on 01-Dec-24 on KUBO. Avl Limit: INR 1,19,040.64. If not you, call 1800 2662/SMS BLOCK 7007 to 4841889257.",False,NOT_OTP,auto_not_otp,4,False,
48974,আপনার ক্রেডিট কার্ডের নিরাপত্তা নিশ্চিত করতে এখানে ক্লিক করুন: http://bit.ly/SecureCard,False,NOT_OTP,auto_not_otp,72,True,
7807,804461 is the OTP to login to your ICICI direct account. It is valid for 5 mins. OTPs are SECRET. DO NOT disclose it to anyone. ICICI direct NEVER asks for OTP,True,FINANCIAL_LOGIN_OTP,success,9,False,JX-ICICIO
42208,asked,False,NOT_OTP,auto_not_otp,58,False,
12738,230071 is OTP for txn of INR 919.26 at GROFERS IND on ICICI Bank Credit Card XX7402. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,19,False,
31762,Since last half an hour.,False,NOT_OTP,auto_not_otp,37,False,+919538006810
67736,"Yeah sure, give me a couple minutes to track down my wallet",False,NOT_OTP,auto_not_otp,29,False,
4760,154923 is OTP for txn of INR 3031.00 at Swiggy Limi on ICICI Bank Credit Card XX8020. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,3,False,
32698,Delivered: Your SETU NUTRITION PRIVATE LIMITED order via DTDC - https://wiq.app/82XAM7 . Powered by WareIQ,False,NOT_OTP,auto_not_otp,39,True,VKWAREIQ
37915,"Your password is 732370 valid till 10-Feb-2020 10:33:20.WiFi pack subscribers can start browsing on Vodafone WiFi. Others, to enjoy WiFi kindly activate a WiFi Pack.Click on this link to login : https://wifi.live.vodafone.in:8443/vodawip/uin.do?sessionId=Z5TCZTEBT9ABA3",False,NOT_OTP,auto_not_otp,50,True,VMVFCARE
5870,"Your Licious order va48opdxjss8 is confirmed! You will receive your order on 23 May between 7 PM to 9 PM. 

-Licious: For the love of meat",False,NOT_OTP,auto_not_otp,6,False,TX-LICOUS
